Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
North Carolina4,4,Theo Pinson,SR,F,North Carolina,ACC,35,1030,122,260,110,210,12,50,105,128,51,172,223,169,38,19,84,79,361
North Carolina5,5,Cameron Johnson,,G,North Carolina,ACC,24,705,105,246,61,118,44,128,50,58,41,71,112,56,15,5,23,43,304
North Carolina6,6,Garrison Brooks,FR,F,North Carolina,ACC,35,511,62,114,62,114,0,0,33,58,60,65,125,17,10,11,32,64,157
North Carolina7,7,Sterling Manley,FR,F,North Carolina,ACC,35,349,68,121,68,121,0,0,53,77,49,73,122,11,2,23,31,43,189
North Carolina8,8,Brandon Robinson,SO,G,North Carolina,ACC,33,289,21,53,12,32,9,21,10,14,20,27,47,22,5,5,17,42,61
North Carolina9,9,Andrew Platek,FR,G,North Carolina,ACC,33,254,26,54,17,28,9,26,7,10,15,22,37,17,3,2,9,20,68
North Carolina10,10,Jalek Felton,FR,G,North Carolina,ACC,22,213,24,62,13,27,11,35,4,6,2,18,20,35,8,2,24,11,63
North Carolina11,11,Seventh Woods,SO,G,North Carolina,ACC,18,132,8,27,8,24,0,3,4,5,1,12,13,20,6,1,11,16,20
North Carolina12,12,Brandon Huffman,FR,F,North Carolina,ACC,27,96,18,33,18,33,0,0,9,16,15,24,39,1,0,8,13,18,45
North Carolina13,13,Aaron Rohlman,SR,F,North Carolina,ACC,19,29,3,3,3,3,0,0,0,1,2,6,8,2,0,0,2,1,6
North Carolina14,14,Shea Rush,SO,F,North Carolina,ACC,18,27,2,9,1,6,1,3,0,0,2,4,6,2,2,3,5,6,5
North Carolina15,15,Walker Miller,FR,F,North Carolina,ACC,18,27,2,6,2,6,0,0,1,1,1,6,7,4,0,2,2,3,5
North Carolina16,16,Kane Ma,,G,North Carolina,ACC,10,11,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,2
North Carolina A&T1,1,Kameron Langley,FR,G,North Carolina A&T,MEAC,34,1039,87,169,72,127,15,42,68,95,25,86,111,176,57,4,75,69,257
North Carolina A&T2,2,Femi Olujobi,JR,F,North Carolina A&T,MEAC,31,990,181,333,163,273,18,60,135,174,50,183,233,33,14,22,77,82,515
North Carolina A&T3,3,Devonte Boykins,SR,G,North Carolina A&T,MEAC,31,963,94,237,39,75,55,162,43,58,15,80,95,73,25,3,45,68,286
North Carolina A&T4,4,Denzel Keyes,SR,G,North Carolina A&T,MEAC,34,764,124,243,106,179,18,64,54,87,71,117,188,26,22,14,30,76,320
North Carolina A&T5,5,Aaren Edmead,SR,G,North Carolina A&T,MEAC,30,747,87,238,52,126,35,112,76,91,11,48,59,88,21,0,62,63,285
North Carolina A&T6,6,Davaris McGowens,SR,F,North Carolina A&T,MEAC,30,639,127,217,127,216,0,1,68,104,54,108,162,28,21,14,36,61,322
North Carolina A&T7,7,Kwei Lartey,JR,G,North Carolina A&T,MEAC,31,429,37,104,20,43,17,61,9,17,9,37,46,40,12,4,33,42,100
North Carolina A&T8,8,Japhet Kadji,SO,F,North Carolina A&T,MEAC,28,409,45,112,26,54,19,58,26,33,17,82,99,14,10,4,24,42,135
North Carolina A&T9,9,Amari Hamilton,JR,G,North Carolina A&T,MEAC,32,309,41,136,19,43,22,93,17,24,6,18,24,16,6,1,23,29,121
North Carolina A&T10,10,Milik Gantz,JR,G,North Carolina A&T,MEAC,29,245,39,76,37,62,2,14,23,36,8,30,38,16,8,7,27,36,103
North Carolina A&T11,11,Raymon Pratt,SO,G,North Carolina A&T,MEAC,22,174,27,43,26,38,1,5,20,32,12,10,22,4,2,0,12,28,75
North Carolina A&T12,12,Donte Watson,SR,G,North Carolina A&T,MEAC,11,82,12,28,9,18,3,10,5,7,1,11,12,0,2,2,5,2,32
North Carolina A&T13,13,Austin Williams,SR,G,North Carolina A&T,MEAC,10,43,4,10,2,6,2,4,0,3,0,2,2,7,6,0,4,7,10
North Carolina A&T14,14,D'Andre Johnson,,C,North Carolina A&T,MEAC,12,36,3,11,3,7,0,4,1,3,3,6,9,2,0,4,2,7,7
North Carolina A&T15,15,Dalen Dotson,SO,G,North Carolina A&T,MEAC,3,6,1,2,1,2,0,0,1,2,1,0,1,1,1,0,4,2,3
North Carolina Central1,1,Reginald Gardner,,G,North Carolina Central,MEAC,34,1006,122,352,46,120,76,232,57,75,17,44,61,56,13,6,37,60,377
North Carolina Central2,2,Raasean Davis,JR,C,North Carolina Central,MEAC,34,980,224,336,224,335,0,1,63,107,97,174,271,15,20,33,67,81,511
North Carolina Central3,3,Jordan Perkins,FR,PG,North Carolina Central,MEAC,34,925,100,225,79,173,21,52,65,91,23,76,99,184,18,9,92,96,286
North Carolina Central4,4,Pablo Rivas,JR,F,North Carolina Central,MEAC,32,847,147,293,105,175,42,118,42,55,56,164,220,33,24,35,36,91,378
North Carolina Central5,5,Larry McKnight,JR,G,North Carolina Central,MEAC,33,554,70,187,46,111,24,76,37,53,33,45,78,11,22,5,32,62,201
North Carolina Central6,6,Zacarry Douglas,JR,F,North Carolina Central,MEAC,30,406,48,100,36,66,12,34,19,28,34,97,131,18,4,12,26,48,127
North Carolina Central7,7,Brandon Goldsmith,JR,F,North Carolina Central,MEAC,25,403,37,90,33,71,4,19,24,38,14,50,64,20,17,5,33,42,102
North Carolina Central8,8,C.J. Wiggins,SO,G,North Carolina Central,MEAC,24,363,37,94,22,51,15,43,24,35,3,17,20,54,18,0,25,10,113
North Carolina Central9,9,Dominique Reid,SR,F,North Carolina Central,MEAC,32,361,58,100,57,98,1,2,29,45,31,76,107,13,3,7,41,57,146
North Carolina Central10,10,Alston Jones,JR,PG,North Carolina Central,MEAC,22,309,38,81,32,73,6,8,21,25,4,21,25,44,3,1,40,37,103
North Carolina Central11,11,John Guerra,SO,G,North Carolina Central,MEAC,22,259,22,58,14,35,8,23,22,29,16,20,36,14,8,0,10,22,74
North Carolina Central12,12,Raekwon Harney,JR,G,North Carolina Central,MEAC,21,250,15,45,12,33,3,12,1,6,3,22,25,58,19,0,22,16,34
North Carolina Central13,13,Marius McAllister,JR,G,North Carolina Central,MEAC,16,140,9,20,9,20,0,0,2,4,8,22,30,15,5,2,8,10,20
North Carolina Central14,14,Alex Mills,JR,G,North Carolina Central,MEAC,6,21,1,10,1,4,0,6,0,0,0,1,1,0,0,0,0,0,2
North Carolina State1,1,Allerik Freeman,,G,North Carolina State,ACC,32,1095,152,406,88,232,64,174,126,163,18,112,130,82,39,0,78,54,494
North Carolina State2,2,Braxton Beverly,FR,G,North Carolina State,ACC,30,972,97,243,37,91,60,152,40,48,18,57,75,119,30,0,37,78,294
North Carolina State3,3,Torin Dorn,JR,G,North Carolina State,ACC,32,915,173,321,153,254,20,67,74,100,76,120,196,43,32,13,64,75,440
North Carolina State4,4,Omer Yurtseven,SO,C,North Carolina State,ACC,32,772,186,323,164,280,22,43,49,80,89,131,220,15,16,60,36,94,443
North Carolina State5,5,Markell Johnson,SO,G,North Carolina State,ACC,25,726,76,167,51,107,25,60,42,68,15,69,84,186,43,6,83,58,219
North Carolina State6,6,Lennard Freeman,SR,F,North Carolina State,ACC,32,544,93,145,93,145,0,0,62,90,50,86,136,3,28,26,23,61,248
North Carolina State7,7,Sam Hunt,SR,G,North Carolina State,ACC,32,511,57,133,6,13,51,120,17,18,3,24,27,9,14,0,10,37,182
North Carolina State8,8,Lavar Batts Jr.,FR,G,North Carolina State,ACC,29,395,34,107,25,60,9,47,33,56,9,28,37,45,25,3,18,43,110
North Carolina State9,9,Abdul-Malik Abu,SR,F,North Carolina State,ACC,26,395,57,120,56,111,1,9,26,46,34,55,89,11,10,13,28,69,141
North Carolina State10,10,Shaun Kirk,JR,F,North Carolina State,ACC,5,55,5,15,5,12,0,3,1,2,4,10,14,3,2,1,2,6,11
North Carolina State11,11,Darius Hicks,SO,F,North Carolina State,ACC,4,34,7,10,7,10,0,0,3,4,9,3,12,1,1,0,0,3,17
North Carolina State12,12,Spencer Newman,,G,North Carolina State,ACC,6,11,0,3,0,1,0,2,0,0,1,3,4,0,0,0,1,1,0
North Carolina-Asheville1,1,Kevin Vannatta,SR,G,North Carolina-Asheville,Big South,33,1152,106,243,74,153,32,90,75,95,32,144,176,103,23,5,56,58,319
North Carolina-Asheville2,2,MaCio Teague,SO,G,North Carolina-Asheville,Big South,33,1151,172,409,81,192,91,217,108,125,16,130,146,84,53,4,67,55,543
North Carolina-Asheville3,3,Ahmad Thomas,SR,G,North Carolina-Asheville,Big South,31,983,214,426,197,365,17,61,70,105,48,130,178,87,58,11,73,85,515
North Carolina-Asheville4,4,Raekwon Miller,SR,G,North Carolina-Asheville,Big South,33,942,110,229,46,93,64,136,75,97,22,130,152,104,38,4,85,82,359
North Carolina-Asheville5,5,Jonathan Baehre,SO,F,North Carolina-Asheville,Big South,33,699,92,174,71,113,21,61,19,24,51,92,143,31,20,56,37,90,224
North Carolina-Asheville6,6,Alec Wnuk,SR,F,North Carolina-Asheville,Big South,33,664,72,151,69,135,3,16,28,44,27,58,85,42,10,5,56,87,175
North Carolina-Asheville7,7,Drew Rackley,SO,G,North Carolina-Asheville,Big South,32,474,49,109,20,44,29,65,19,28,5,27,32,30,18,2,24,47,146
North Carolina-Asheville8,8,Donovan Gilmore,JR,F,North Carolina-Asheville,Big South,27,281,33,60,33,60,0,0,22,36,19,59,78,7,9,9,19,49,88
North Carolina-Asheville9,9,Jalen Seegars,FR,G,North Carolina-Asheville,Big South,19,227,15,36,10,19,5,17,13,22,4,18,22,11,6,7,16,37,48
North Carolina-Asheville10,10,Justin Brown,SO,G,North Carolina-Asheville,Big South,12,65,10,20,9,12,1,8,9,9,3,8,11,2,2,2,5,16,30
North Carolina-Asheville11,11,Grant Townsend,SO,F,North Carolina-Asheville,Big South,5,31,3,6,3,6,0,0,1,8,5,2,7,0,0,4,3,4,7
North Carolina-Asheville12,12,L.J. Thorpe,FR,G,North Carolina-Asheville,Big South,1,6,1,2,1,1,0,1,3,4,0,1,1,2,4,0,2,0,5
North Carolina-Greensboro1,1,Francis Alonso,JR,G,North Carolina-Greensboro,Southern,34,994,169,406,59,138,110,268,83,95,15,65,80,101,36,2,86,78,531
North Carolina-Greensboro2,2,James Dickey,SO,F,North Carolina-Greensboro,Southern,33,910,115,214,115,214,0,0,63,106,95,180,275,44,26,69,79,81,293
North Carolina-Greensboro3,3,Marvin Smith,SR,F,North Carolina-Greensboro,Southern,34,908,129,346,54,120,75,226,84,111,55,128,183,29,28,14,41,83,417
North Carolina-Greensboro4,4,Jordy Kuiper,SR,F,North Carolina-Greensboro,Southern,33,901,84,211,46,101,38,110,28,42,54,101,155,37,20,11,38,80,234
North Carolina-Greensboro5,5,Demetrius Troy,JR,G,North Carolina-Greensboro,Southern,34,870,91,227,38,92,53,135,20,32,4,72,76,130,45,1,74,38,255
North Carolina-Greensboro6,6,Kyrin Galloway,SO,F,North Carolina-Greensboro,Southern,34,662,78,143,66,99,12,44,27,44,50,101,151,11,10,20,31,62,195
North Carolina-Greensboro7,7,Isaiah Miller,FR,G,North Carolina-Greensboro,Southern,34,554,127,232,126,223,1,9,33,52,47,62,109,51,47,2,45,78,288
North Carolina-Greensboro8,8,Malik Massey,SO,G,North Carolina-Greensboro,Southern,26,370,33,86,20,43,13,43,17,23,1,21,22,29,17,0,23,34,96
North Carolina-Greensboro9,9,Kylia Sykes,FR,G,North Carolina-Greensboro,Southern,34,351,27,50,20,28,7,22,8,13,21,24,45,21,20,9,20,53,69
North Carolina-Greensboro10,10,Garrett Collins,SR,F,North Carolina-Greensboro,Southern,32,230,31,70,12,13,19,57,9,10,13,25,38,4,7,3,6,19,90
North Carolina-Greensboro11,11,Justin Jordan,SR,G,North Carolina-Greensboro,Southern,20,167,9,18,9,18,0,0,3,4,2,19,21,23,7,0,11,15,21
North Carolina-Greensboro12,12,Lloyd Burgess,JR,C,North Carolina-Greensboro,Southern,5,33,3,3,3,3,0,0,3,7,5,4,9,0,0,0,4,7,9
North Carolina-Wilmington1,1,Ty Taylor II,SO,G,North Carolina-Wilmington,CAA,32,945,154,395,103,241,51,154,76,97,26,114,140,61,26,5,57,60,435
North Carolina-Wilmington2,2,Devontae Cacok,JR,F,North Carolina-Wilmington,CAA,32,942,221,378,221,378,0,0,123,201,162,269,431,28,33,18,72,124,565
North Carolina-Wilmington3,3,Jordon Talley,SR,G,North Carolina-Wilmington,CAA,31,939,179,423,104,236,75,187,91,113,16,71,87,176,30,2,78,94,524
North Carolina-Wilmington4,4,Jaylen Fornes,SO,G,North Carolina-Wilmington,CAA,32,902,127,289,77,155,50,134,75,100,48,80,128,64,16,6,64,77,379
North Carolina-Wilmington5,5,Marcus Bryan,SR,F,North Carolina-Wilmington,CAA,32,877,72,163,72,163,0,0,38,67,81,139,220,34,13,17,31,67,182
North Carolina-Wilmington6,6,Jay Estime',,G,North Carolina-Wilmington,CAA,32,626,59,160,30,62,29,98,19,26,26,56,82,33,12,3,30,55,166
North Carolina-Wilmington7,7,Jeffrey Gary,FR,G,North Carolina-Wilmington,CAA,32,543,41,108,16,34,25,74,10,12,12,40,52,42,13,1,30,36,117
North Carolina-Wilmington8,8,Jacque Brown,JR,G,North Carolina-Wilmington,CAA,29,302,28,81,22,56,6,25,13,23,4,17,21,36,15,1,23,24,75
North Carolina-Wilmington9,9,Trey Kalina,JR,C,North Carolina-Wilmington,CAA,25,147,20,41,20,41,0,0,8,15,13,16,29,1,1,13,11,26,48
North Carolina-Wilmington10,10,Nick Powell,SR,G,North Carolina-Wilmington,CAA,19,142,6,31,2,11,4,20,1,2,8,10,18,4,3,0,5,7,17
North Carolina-Wilmington11,11,JaQuel Richmond,JR,G,North Carolina-Wilmington,CAA,6,130,13,37,9,24,4,13,4,8,2,6,8,8,2,0,7,14,34
North Carolina-Wilmington12,12,Daniel Etoroma,JR,G,North Carolina-Wilmington,CAA,14,29,0,3,0,3,0,0,0,0,3,4,7,0,0,1,0,2,0
North Carolina-Wilmington13,13,Matt Elmore,,F,North Carolina-Wilmington,CAA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Dakota1,1,Geno Crandall,JR,G,North Dakota,Big Sky,32,1068,179,356,129,236,50,120,123,169,32,108,140,114,67,3,105,97,531
North Dakota2,2,Cortez Seales,JR,G,North Dakota,Big Sky,31,1022,139,289,135,272,4,17,50,79,24,88,112,66,32,20,37,35,332
North Dakota3,3,Marlon Stewart,SO,G,North Dakota,Big Sky,32,900,120,278,87,169,33,109,100,131,11,74,85,94,42,2,73,80,373
North Dakota4,4,Conner Avants,JR,F,North Dakota,Big Sky,31,888,149,262,149,261,0,1,61,102,59,126,185,29,25,12,53,85,359
North Dakota5,5,Dale Jones,SR,F,North Dakota,Big Sky,30,782,120,276,52,95,68,181,47,57,20,175,195,31,18,10,49,98,355
North Dakota6,6,Billy Brown,SO,G,North Dakota,Big Sky,29,633,32,86,9,16,23,70,22,29,9,39,48,25,13,3,18,40,109
North Dakota7,7,Kienan Walter,SO,F,North Dakota,Big Sky,32,500,56,121,34,60,22,61,23,35,19,55,74,18,21,5,32,85,157
North Dakota8,8,Tray Buchanan,FR,G,North Dakota,Big Sky,31,371,45,130,20,51,25,79,30,38,7,25,32,21,27,0,26,45,145
North Dakota9,9,Jafar Kinsey,,G,North Dakota,Big Sky,26,261,17,59,13,26,4,33,11,21,7,20,27,11,6,1,13,24,49
North Dakota10,10,Garrett Franken,FR,F,North Dakota,Big Sky,12,66,3,11,0,2,3,9,0,0,0,9,9,0,2,2,1,8,9
North Dakota11,11,Carter Brooks,,F,North Dakota,Big Sky,1,21,1,7,0,2,1,5,0,0,0,2,2,0,0,0,1,3,3
North Dakota12,12,Jaqwan McCauley,JR,G,North Dakota,Big Sky,3,14,2,4,2,4,0,0,1,2,0,2,2,0,0,0,2,5,5
North Dakota State1,1,Paul Miller,SR,G,North Dakota State,Summit,31,1048,208,461,141,264,67,197,122,146,15,165,180,105,31,10,95,50,605
North Dakota State2,2,Tyson Ward,SO,G,North Dakota State,Summit,32,888,141,302,105,193,36,109,61,80,36,153,189,83,27,10,79,70,379
North Dakota State3,3,Cameron Hunter,FR,G,North Dakota State,Summit,32,883,89,202,48,104,41,98,76,99,3,94,97,76,28,0,67,75,295
North Dakota State4,4,A.J. Jacobson,SR,G,North Dakota State,Summit,32,826,97,202,42,79,55,123,54,60,10,120,130,51,13,11,27,61,303
North Dakota State5,5,Jared Samuelson,SO,G,North Dakota State,Summit,32,595,54,128,4,11,50,117,16,19,4,49,53,22,14,0,10,42,174
North Dakota State6,6,Spencer Eliason,JR,F,North Dakota State,Summit,32,571,57,102,57,102,0,0,17,37,49,59,108,17,10,12,29,83,131
North Dakota State7,7,Chris Quayle,SO,G,North Dakota State,Summit,32,483,34,89,13,32,21,57,8,9,7,51,58,26,7,3,22,30,97
North Dakota State8,8,Deng Geu,SO,F,North Dakota State,Summit,32,467,86,138,82,124,4,14,35,57,33,72,105,15,7,17,32,63,211
North Dakota State9,9,Rocky Kreuser,FR,F,North Dakota State,Summit,32,412,43,102,27,53,16,49,15,21,26,37,63,12,3,7,17,48,117
North Dakota State10,10,Dylan Miller,JR,F,North Dakota State,Summit,22,211,25,50,21,37,4,13,9,13,13,22,35,9,4,6,12,33,63
North Dakota State11,11,Nnamdi Van Dulm,SO,G,North Dakota State,Summit,6,41,3,7,3,6,0,1,1,3,0,10,10,6,1,0,2,1,7
North Florida1,1,Ivan Gandia-Rosa,SO,G,North Florida,A-Sun,33,1080,149,357,73,151,76,206,82,92,12,77,89,205,18,0,103,36,456
North Florida2,2,J.T. Escobar,SO,G,North Florida,A-Sun,33,889,130,285,39,71,91,214,29,33,9,55,64,36,22,2,57,58,380
North Florida3,3,Noah Horchler,SO,F,North Florida,A-Sun,33,867,156,283,133,217,23,66,52,86,80,206,286,44,18,54,47,78,387
North Florida4,4,Garrett Sams,SO,G,North Florida,A-Sun,28,777,112,270,57,130,55,140,77,96,18,102,120,38,19,6,70,59,356
North Florida5,5,Wajid Aminu,SO,F,North Florida,A-Sun,28,714,96,223,94,196,2,27,84,119,58,128,186,49,23,29,45,76,278
North Florida6,6,Osborn Blount,SR,G,North Florida,A-Sun,33,710,81,214,41,103,40,111,39,48,6,52,58,41,37,0,52,53,241
North Florida7,7,Trip Day,FR,F,North Florida,A-Sun,33,656,151,258,129,205,22,53,49,66,60,77,137,30,20,17,47,84,373
North Florida8,8,Ryan Burkhardt,FR,G,North Florida,A-Sun,31,440,35,79,0,4,35,75,5,7,3,33,36,27,6,2,18,20,110
North Florida9,9,Emmanuel Lambright,FR,G,North Florida,A-Sun,24,226,11,35,6,12,5,23,5,9,6,37,43,8,6,15,15,17,32
North Florida10,10,Brian Coffey II,FR,G,North Florida,A-Sun,22,172,9,32,6,18,3,14,7,9,5,7,12,11,4,0,14,17,28
North Florida11,11,Benedikt Haid,SO,G,North Florida,A-Sun,13,81,9,19,4,4,5,15,4,4,4,8,12,1,0,1,5,5,27
North Florida12,12,Chase Driscoll,SR,G,North Florida,A-Sun,7,13,0,3,0,2,0,1,0,1,0,1,1,0,0,0,0,2,0
North Texas1,1,Ryan Woolridge,SO,G,North Texas,CUSA,32,1180,167,333,150,284,17,49,72,139,34,138,172,174,43,12,113,68,423
North Texas2,2,Roosevelt Smart,SO,G,North Texas,CUSA,32,1064,180,452,70,163,110,289,129,148,14,115,129,25,19,7,57,78,599
North Texas3,3,A.J. Lawson,SO,G,North Texas,CUSA,31,854,122,298,110,245,12,53,55,103,47,123,170,72,26,9,70,101,311
North Texas4,4,Allante Holston,JR,G,North Texas,CUSA,32,659,42,97,37,84,5,13,23,35,29,80,109,40,16,5,36,48,112
North Texas5,5,Zachary Simmons,FR,F,North Texas,CUSA,31,610,75,120,75,119,0,1,29,53,61,65,126,12,10,19,30,108,179
North Texas6,6,Shane Temara,SR,F,North Texas,CUSA,29,599,88,190,57,97,31,93,18,34,46,92,138,15,5,20,21,42,225
North Texas7,7,DJ Draper,SO,G,North Texas,CUSA,28,541,53,111,8,8,45,103,15,21,9,31,40,19,19,0,18,51,166
North Texas8,8,Jorden Duffy,JR,G,North Texas,CUSA,20,347,43,122,20,48,23,74,16,22,8,43,51,18,4,1,16,24,125
North Texas9,9,Tope Arikawe,JR,F,North Texas,CUSA,28,316,41,78,41,78,0,0,30,47,42,55,97,2,7,11,21,52,112
North Texas10,10,Michael Miller,JR,G,North Texas,CUSA,24,205,15,47,12,24,3,23,13,16,15,27,42,12,1,2,16,26,46
North Texas11,11,Khalil Fuller,SO,F,North Texas,CUSA,14,60,6,8,6,8,0,0,0,1,2,10,12,1,3,0,4,13,12
North Texas12,12,Umoja Gibson,FR,G,North Texas,CUSA,2,40,8,21,4,11,4,10,1,2,3,5,8,4,3,1,2,4,21
North Texas13,13,Bryce Jackson,SR,F,North Texas,CUSA,8,24,0,4,0,0,0,4,2,2,2,6,8,0,0,0,4,4,2
Northeastern1,1,Vasa Pusica,JR,G,Northeastern,CAA,33,1132,189,375,113,197,76,178,138,171,9,111,120,168,36,4,113,74,592
Northeastern2,2,Shawn Occeus,SO,G,Northeastern,CAA,33,953,118,258,69,115,49,143,70,89,12,70,82,59,64,18,58,60,355
Northeastern3,3,Donnell Gresham Jr.,SO,G,Northeastern,CAA,33,915,91,223,25,70,66,153,51,65,14,133,147,63,25,5,28,47,299
Northeastern4,4,Bolden Brace,SO,G,Northeastern,CAA,33,812,82,178,27,39,55,139,42,51,24,133,157,72,21,14,42,68,261
Northeastern5,5,Devon Begley,SR,G,Northeastern,CAA,33,703,67,186,37,86,30,100,45,65,22,80,102,48,30,5,43,50,209
Northeastern6,6,Maxime Boursiquot,SO,G,Northeastern,CAA,33,648,87,168,74,128,13,40,22,32,35,91,126,42,25,7,47,85,209
Northeastern7,7,Anthony Green,JR,C,Northeastern,CAA,33,562,96,134,96,134,0,0,24,60,52,73,125,25,5,21,45,70,216
Northeastern8,8,Tomas Murphy,FR,F,Northeastern,CAA,33,533,88,155,84,139,4,16,37,49,39,40,79,26,4,3,31,72,217
Northeastern9,9,Jeremy Miller,JR,F,Northeastern,CAA,28,242,25,52,21,32,4,20,17,23,15,39,54,10,6,5,10,37,71
Northeastern10,10,Derrick Cook,FR,G,Northeastern,CAA,17,86,11,23,8,19,3,4,3,6,1,10,11,5,3,0,7,3,28
Northeastern11,11,Myles Franklin,FR,G,Northeastern,CAA,16,58,5,13,3,5,2,8,3,6,0,6,6,3,1,0,3,7,15
Northeastern12,12,Jason Strong,FR,F,Northeastern,CAA,10,31,0,11,0,8,0,3,0,0,1,1,2,2,0,0,2,2,0
Northern Arizona1,1,Gino Littles,SR,G,Northern Arizona,Big Sky,30,927,70,208,39,112,31,96,36,62,13,75,88,76,26,1,57,49,207
Northern Arizona2,2,Torry Johnson,JR,G,Northern Arizona,Big Sky,31,834,103,273,75,186,28,87,123,159,21,48,69,50,33,0,82,62,357
Northern Arizona3,3,Brooks DeBisschop,SO,F,Northern Arizona,Big Sky,29,800,55,140,46,106,9,34,33,63,63,153,216,31,25,13,49,74,152
Northern Arizona4,4,Chris Bowling,SO,G,Northern Arizona,Big Sky,31,737,86,247,41,108,45,139,23,32,11,71,82,35,22,12,54,61,240
Northern Arizona5,5,JoJo Anderson,SO,G,Northern Arizona,Big Sky,28,708,72,208,34,91,38,117,130,160,7,42,49,62,15,2,65,46,312
Northern Arizona6,6,Isaiah Thomas,JR,F,Northern Arizona,Big Sky,32,637,79,148,79,148,0,0,26,45,58,102,160,5,7,36,31,88,184
Northern Arizona7,7,Karl Harris,,G,Northern Arizona,Big Sky,32,584,90,235,77,177,13,58,68,83,15,56,71,21,17,3,43,74,261
Northern Arizona8,8,Corey Brown,JR,F,Northern Arizona,Big Sky,29,482,76,126,76,125,0,1,39,70,36,64,100,10,19,9,32,74,191
Northern Arizona9,9,Lenell Henry,FR,F,Northern Arizona,Big Sky,20,224,27,51,26,48,1,3,14,28,19,36,55,3,8,8,25,37,69
Northern Arizona10,10,Ruben Fuamba,JR,F,Northern Arizona,Big Sky,19,215,11,23,11,23,0,0,5,9,21,39,60,2,2,11,14,42,27
Northern Arizona11,11,Carlos Hines,,G,Northern Arizona,Big Sky,21,205,22,69,11,33,11,36,22,31,5,18,23,12,3,5,24,16,77
Northern Arizona12,12,Kye de Laveaga,JR,G,Northern Arizona,Big Sky,13,65,2,12,0,0,2,12,7,8,0,2,2,2,2,0,1,8,13
Northern Arizona13,13,Malcolm Allen,SR,G,Northern Arizona,Big Sky,3,31,5,9,5,9,0,0,0,0,0,0,0,5,1,0,3,1,10
Northern Arizona14,14,Omar Ndiaye,,G,Northern Arizona,Big Sky,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Northern Colorado1,1,Jonah Radebaugh,SO,G,Northern Colorado,Big Sky,34,1209,90,193,33,61,57,132,35,50,42,168,210,46,32,12,26,77,272
Northern Colorado2,2,Andre Spight,SR,G,Northern Colorado,Big Sky,34,1138,255,575,149,311,106,264,129,159,19,115,134,125,38,8,100,67,745
Northern Colorado3,3,Jordan Davis,JR,G,Northern Colorado,Big Sky,34,967,208,404,193,344,15,60,107,172,36,111,147,100,30,14,102,93,538
Northern Colorado4,4,Jalen Sanders,FR,G,Northern Colorado,Big Sky,34,959,124,217,114,177,10,40,71,95,51,148,199,41,23,47,44,90,329
Northern Colorado5,5,Tanner Morgan,SR,F,Northern Colorado,Big Sky,34,801,84,178,80,160,4,18,38,60,54,142,196,21,15,21,45,112,210
Northern Colorado6,6,Anthony Johnson,SR,G,Northern Colorado,Big Sky,34,656,108,280,54,117,54,163,55,68,30,76,106,21,12,3,38,62,325
Northern Colorado7,7,Chaz Glotta,JR,G,Northern Colorado,Big Sky,32,427,49,118,14,24,35,94,7,16,3,25,28,24,8,0,14,40,140
Northern Colorado8,8,Roberto Vercellino,SO,F,Northern Colorado,Big Sky,27,288,21,42,20,29,1,13,17,23,24,40,64,11,7,11,13,44,60
Northern Colorado9,9,Kai Edwards,SO,F,Northern Colorado,Big Sky,24,167,19,28,19,28,0,0,11,25,19,34,53,7,2,2,5,25,49
Northern Colorado10,10,Matej Drgon,FR,F,Northern Colorado,Big Sky,19,128,12,43,2,7,10,36,2,3,7,16,23,2,1,1,8,22,36
Northern Colorado11,11,Johnatan Reyes,FR,G,Northern Colorado,Big Sky,17,59,8,17,6,12,2,5,6,8,1,6,7,7,3,0,9,4,24
Northern Colorado12,12,Ibrahim Sylla,JR,F,Northern Colorado,Big Sky,14,41,3,6,3,6,0,0,2,11,4,9,13,0,0,3,6,10,8
Northern Colorado13,13,Tyler Loose,SR,G,Northern Colorado,Big Sky,14,35,1,3,1,3,0,0,0,1,1,4,5,2,0,0,2,3,2
Northern Illinois1,1,Eugene German,SO,G,Northern Illinois,MAC,32,991,243,516,181,333,62,183,111,144,13,110,123,54,28,5,66,52,659
Northern Illinois2,2,Levi Bradley,JR,G,Northern Illinois,MAC,32,947,162,379,136,286,26,93,116,140,41,135,176,24,28,8,42,88,466
Northern Illinois3,3,Justin Thomas,SO,G,Northern Illinois,MAC,32,844,68,152,47,98,21,54,35,57,13,77,90,61,42,3,33,45,192
Northern Illinois4,4,Dante Thorpe,JR,G,Northern Illinois,MAC,28,782,124,234,108,193,16,41,37,53,30,61,91,49,24,8,52,62,301
Northern Illinois5,5,Gairges Daow,FR,G,Northern Illinois,MAC,32,699,48,121,32,72,16,49,27,36,31,88,119,26,21,5,34,68,139
Northern Illinois6,6,Lacey James,JR,F,Northern Illinois,MAC,32,686,61,154,61,153,0,1,62,89,57,93,150,17,21,7,58,105,184
